name,red,green,blue,alpha,id
Glass_Exterior18,119,226,79,255,0
Glass_Kitchen02,71,40,49,255,0
Glass_Kitchen01,207,75,132,255,0
Glass_Kitchen00,175,202,63,255,0
Glass_Interior18,28,46,89,255,0
Scatter_Rocks_Grey_Sharp_Rough_MRGSR3452_10,32,148,80,255,3
Stair,238,106,187,255,15
Wood01,250,26,15,255,19
Wood00,111,252,57,255,19
Wood03,230,105,114,255,19
Wood02,102,117,65,255,15
Wood05,17,116,28,255,19
Wood04,30,95,220,255,19
Wood07,146,36,78,255,15
Wood06,226,221,20,255,19
Wood08,0,123,70,255,19
Wood11,233,32,230,255,4
Wood13,20,127,53,255,19
Wood12,248,70,69,255,3
Wood15,173,163,86,255,4
Wood14,93,140,167,255,4
Wood017,129,202,167,255,19
Wood019,178,8,69,255,19
Stair3,87,184,100,255,15
Stair2,209,181,234,255,15
Wood20,238,39,190,255,19
Metal,214,218,160,255,0
Frame,244,175,193,255,19
Picture,85,141,244,255,19
Props_Vase4,144,186,163,255,6
Rocking_Chair,35,227,68,255,5
Ypperlig_Bench,12,169,80,255,5
Decor_Cage,93,20,114,255,0
Hemnes_Living_Glass,124,193,96,255,9
Hemnes_Living,217,227,243,255,9
Ground_Edge2,7,156,72,255,3
Ground_Edge1,126,135,135,255,3
Ground,31,75,227,255,3
Elvengen_Glass,131,222,25,255,11
Elvengen,2,78,102,255,11
Gladom,230,64,232,255,16
Kallax_Box5,114,132,211,255,9
Lisabo,197,153,240,255,16
Props_Vase,130,230,241,255,6
Candle,133,99,233,255,0
Eket_4X4,47,234,210,255,9
Branas,100,252,148,255,1
Hemnes_Stair,175,205,175,255,0
Towel1,125,84,187,255,19
Stockholm_Bowl,8,154,72,255,6
Carpet_Border,233,164,232,255,3
Books2_7,114,222,2,255,2
Curtain,29,42,202,255,19
Books2_1,100,230,201,255,2
Stones2,152,252,126,255,3
Kallax_Box3,77,1,22,255,9
Eket_Base,106,197,35,255,9
Kallax_Box1,71,153,218,255,9
Candles_Set_Tall,113,254,12,255,0
Frosta,16,252,186,255,0
Carpet_Bronden,184,24,182,255,3
TableSet_WoodDish,239,114,144,255,0
Fortuny_Bulb,40,160,13,255,11
Kallax_Box2,122,210,103,255,9
Fortuny_Base,184,27,126,255,11
TableSet_PaperBag,33,6,164,255,0
Ivy3,208,36,253,255,13
Ivy1,250,48,99,255,13
Roof_Street,97,37,227,255,4
Roof_Courtyard,195,103,133,255,4
Roof_Main_Edge,192,59,147,255,4
Roof_Main,245,237,61,255,4
Selsligt,227,169,155,255,0
Soderhamn_Pillows5,64,132,125,255,7
Fullitalig_Short,253,35,253,255,0
Box_LOW,227,11,75,255,0
Sinnerlig_Bulb,226,175,1,255,11
Sinnerlig_Cable,126,28,36,255,11
Sinnerlig,58,94,89,255,11
Sinnerlig_wood,121,129,182,255,11
Kallax_Weels,241,141,236,255,9
Carpet_Kollund,119,233,17,255,3
Decor_Candlestick,248,237,113,255,0
Decor_Pot,224,253,144,255,0
Decor_Tree,135,111,50,255,0
Eket_Door_2X1,78,34,4,255,9
Vase,131,133,242,255,6
Foto_Bulb,43,21,99,255,11
Soderhamn_Pillows1,132,150,149,255,7
Carpet,88,62,0,255,3
Handles_Entrance,84,245,22,255,0
Doors_Wardrobe_Bedroom,29,217,76,255,9
Doors_Wardrobe_Entrance,127,146,218,255,9
Handles_Bedroom,92,142,222,255,0
AVP6_Glasses_Rain_Collapsed,133,209,29,255,4
Desk_Drawers,163,74,94,255,16
Desk,0,34,130,255,16
Idolf,205,244,177,255,5
Livslang_Short,138,143,2,255,6
Hektar_Bulb,30,225,203,255,11
Hektar,163,222,16,255,11
Scatter_Rocks_Grey_Sharp_Rough_MRGSR3452_1,225,244,99,255,3
Ivy4_Leaf,235,108,103,255,13
Stockholm_Vases,58,0,122,255,6
Kallax_Box4,87,168,52,255,9
Flottebo_Sofa,201,236,159,255,7
Flottebo_Pillows3,4,86,165,255,7
Flottebo_Pillows2,79,40,141,255,7
Flottebo_Pillows1,37,209,22,255,7
Eket_Base_Short,128,77,106,255,9
Environment_Sphere,13,188,45,255,0
Kettle,250,212,203,255,6
Window_Glass_Interior04,236,69,133,255,9
Window_Glass_Interior00,40,24,10,255,9
Window_Glass_Interior01,67,21,163,255,9
Window_Glass_Interior02,186,104,91,255,9
Window_Glass_Interior03,34,46,151,255,9
Window_Glass_Exterior,100,52,94,255,9
Window005,228,216,253,255,0
Window,45,50,189,255,0
Window001,80,7,75,255,0
Window002,214,126,105,255,0
Window004,228,24,85,255,0
Ivy2_Plane,75,200,166,255,13
Ivy4_Plane,251,51,20,255,13
TableSet_Candle,64,34,149,255,0
Carpet_Flottebo,226,197,109,255,3
Curtain_Holder3,184,213,103,255,19
Curtain_Holder2,35,98,239,255,19
Curtain_Holder1,22,247,178,255,19
TableSet_Coffe,105,195,220,255,0
Ikea_PS,181,230,2,255,0
Kallax_Chest,163,153,191,255,9
Eket_1X2,94,171,197,255,9
Wood,5,239,81,255,4
Towel4,104,0,196,255,19
Chair,43,52,85,255,5
Door4,1,77,3,255,9
Pot,154,157,2,255,6
Brimnes_Pillow6,243,173,128,255,14
Brimnes_Cover2,66,219,237,255,14
Brimnes_Cover1,97,56,149,255,14
Brimnes_Pillow1,212,194,96,255,14
Brimnes,208,215,174,255,14
Brimnes_Pillow3,193,19,125,255,14
Brimnes_Pillow2,50,40,146,255,14
Brimnes_Pillow5,79,178,28,255,14
Brimnes_Pillow4,107,12,141,255,14
Knod,143,105,243,255,18
Foto_Cable,129,113,46,255,11
Vase3,0,137,166,255,6
Fortuny_Top,149,199,176,255,11
Selia,23,113,160,255,16
Eket_Door_1X1,186,193,53,255,9
Handle1,75,67,41,255,0
Handle2,94,202,187,255,0
Door3,7,247,198,255,9
Door1,20,191,158,255,9
Door2,69,4,221,255,9
Ikea_Superfront_Mirror,75,40,189,255,0
Ikea_Superfront,15,236,216,255,16
Candles,36,224,235,255,0
Stockholm_Suspension_Cable,159,85,197,255,0
Stockholm_Suspension_Glass,46,114,64,255,0
Stockholm_Suspension,60,233,86,255,0
Vase1,45,116,174,255,6
Alseda,80,115,223,255,0
Cylinder001,152,6,135,255,19
Line048,245,43,87,255,4
Cylinder006,16,37,37,255,19
Cylinder007,147,69,221,255,19
Line093,210,7,234,255,4
Vase1_Branch,114,35,225,255,6
Ypperlig_Table,5,27,134,255,16
Cable1,48,129,90,255,0
Cable2,82,152,53,255,0
Spotlight2,168,131,79,255,11
Spotlight3,48,80,17,255,11
Cable3,158,91,80,255,0
Spotlight1,153,202,235,255,11
Props_Vase3,46,40,20,255,6
TableSet_Water,90,30,55,255,0
Brunsta,89,185,7,255,11
Brunsta_Cable,99,247,181,255,0
Brunsta_Glass,164,113,230,255,0
Towel2,122,214,114,255,19
Towel_Heater,28,123,42,255,19
Samspelt,247,152,116,255,9
Hemnes_Shelf,141,43,233,255,9
Kitchen_Hood,232,87,8,255,19
SpotLightWardrobe_Led,7,197,74,255,11
SpotLightWardrobe,26,92,28,255,11
Dish,213,233,159,255,0
Base,210,16,241,255,0
Hemnes_Bedside,163,188,80,255,9
Pillow,77,30,216,255,0
Line094,21,84,146,255,4
Line092,123,229,28,255,4
Shape026,34,113,52,255,19
Line090,52,10,215,255,4
Line088,153,2,7,255,4
Line089,58,41,48,255,4
SilverBirchTrunk_02_LOD0,66,48,55,255,8
SilverBirchBranches_02_LOD0,246,153,243,255,8
TableSet_Vase,178,34,56,255,0
Floor_Courtyard_Green1,16,144,199,255,3
Floor_Ceramic,250,244,105,255,3
Floor_Courtyard_Green3,43,223,34,255,3
Floor_Courtyard_Green2,136,18,165,255,3
Floor_Parquet_Exterior2,46,0,232,255,3
Floor_Parquet_Exterior,155,15,8,255,3
Floor_Parquet_Living,162,25,197,255,3
Floor_Parquet_Kitchen,106,39,26,255,3
StraightStair001,77,98,153,255,15
Floor_Parquet_Relax,19,23,172,255,3
Walls_Bathroom,105,5,80,255,19
StraightStair002,11,35,202,255,15
Walls_Courtyard_Edge,44,223,211,255,19
Walls_Courtyard2,182,142,53,255,19
Walls_Diningroom,128,87,173,255,19
Walls_Coutyard1,88,46,88,255,19
Walls_Kitchen,184,109,150,255,19
Walls_Garage,231,170,201,255,19
Walls_Shell,16,184,75,255,19
Walls_Relaxroom,22,85,18,255,19
Walls_Studio2,130,40,2,255,19
Walls_Studio1,199,248,37,255,19
Walls_Wardobe,135,14,24,255,19
Scatter_Rocks_Grey_Sharp_Rough_MRGSR3452_4,78,73,252,255,3
Ground_Courtyard1,204,175,69,255,3
Ground_Courtyard2,40,57,59,255,3
Ypperlig_Chair,222,91,159,255,5
Clouds,19,161,251,255,0
Fridge,220,219,68,255,1
PS_Hanger_Tall,85,67,23,255,0
Mac,134,55,37,255,10
Mac_Keyboard,174,18,33,255,10
Mac_Mouse,28,19,169,255,10
Stockholm_Glass,98,125,101,255,0
Stockholm,98,195,204,255,9
Mirror,129,101,70,255,0
WC,42,102,215,255,0
Stocksund,42,112,26,255,7
Livslang_Tall,212,80,172,255,6
Ivy1_Plane,22,251,10,255,13
Lauter,177,112,162,255,11
Pello_Wood,55,51,225,255,5
Pello_Cloth,160,80,132,255,5
Hallstavik,177,210,14,255,9
Hallstavik_Door,220,246,190,255,9
PS,64,67,170,255,0
Burvik,162,254,139,255,16
Soderhamn_Pillows4,20,9,203,255,7
Stones3,113,196,166,255,3
Ivy3_Plane,44,131,224,255,13
Towel3,207,201,36,255,19
Nimo_Lampshade,87,197,86,255,11
Nimo,158,193,156,255,11
Nimo_Bulb,71,27,18,255,11
Nimo_Line,135,38,94,255,11
Fullitalig_Tall,238,101,147,255,0
Cardboard,189,237,142,255,1
Vase2,160,180,10,255,6
Soderhamn_Pillows3,181,112,247,255,7
Door_Relax_Handle042,49,116,164,255,19
Door_Relax_Handle037,82,247,239,255,19
Door_Relax_Handle045,190,230,176,255,19
Door_Relax_Handle043,172,199,178,255,19
Door_Relax_Handle029,70,107,170,255,19
Door_Relax_Handle028,66,89,95,255,19
Door_Relax_Handle035,138,122,145,255,19
Door_Relax_Handle032,29,114,237,255,19
Door_Relax_Handle057,157,109,161,255,19
Door_Relax_Handle051,73,56,14,255,19
Door_Relax_Handle049,85,106,165,255,19
Door_Relax_Handle054,108,121,16,255,19
Door_Relax_Handle052,182,236,166,255,19
Door_Relax_Handle001,41,201,1,255,19
Door_Relax_Handle007,95,79,98,255,19
Door_Relax_Handle008,59,70,156,255,19
Door_Relax_Handle003,180,220,11,255,19
Door_Relax_Handle005,9,204,202,255,19
Door_Relax_Handle004,12,201,193,255,19
Door_Relax_Handle015,64,162,166,255,19
Door_Relax_Handle017,221,195,215,255,19
Door_Relax_Handle011,228,209,61,255,19
Door_Relax_Handle010,32,116,47,255,19
Door_Relax_Handle013,212,176,225,255,19
Door_Relax_Handle023,235,130,251,255,19
Door_Relax_Handle022,54,102,23,255,19
Door_Relax_Handle026,170,83,140,255,19
Door_Relax_Handle024,243,150,175,255,19
Door_Relax_Handle019,78,57,152,255,19
Door_Relax_Handle018,116,248,112,255,19
Door_Relax_Handle021,6,36,29,255,19
Door_Relax_Handle020,223,42,186,255,19
Door_Relax1,136,107,3,255,19
Door_Bedroom_Frame,107,147,2,255,19
Door_Relax_Handle,165,235,187,255,19
Door_Relax2,82,226,122,255,19
Door_Bathroom,57,67,39,255,19
Door_Bedroom,183,139,173,255,19
Door_Bathroom_Frame,251,50,86,255,19
Rastog,38,36,65,255,16
Fullitalig_Medium,59,42,64,255,0
Shower,245,20,106,255,19
Shower_Glass,178,105,45,255,19
Board_Glass,242,89,0,255,19
Svalnas,35,1,1,255,9
Svalnas_Metal,15,107,65,255,9
Kallax_2x4,90,112,147,255,9
Soderhamn_Pillows2,245,133,77,255,7
Soderhamn,247,29,103,255,7
Kitchen_Props,247,234,22,255,0
Kitcken_Accessory,116,72,17,255,19
Kitchen_Tiles,152,110,85,255,19
Soderhamn_Pillows6,164,23,125,255,7
Mesh_Collider17,138,55,176,255,0
Mesh_Collider16,77,196,129,255,0
Mesh_Collider19,82,146,98,255,0
Mesh_Collider18,178,251,118,255,0
Mesh_Collider21,73,165,242,255,0
Mesh_Collider20,66,168,189,255,0
Box_Collider00,223,119,48,255,0
Mesh_Collider22,134,55,186,255,0
Box_Collider02,113,147,232,255,0
Box_Collider01,137,26,163,255,0
Box_Collider04,156,160,135,255,0
Box_Collider03,120,100,233,255,0
Box_Collider06,54,251,226,255,0
Box_Collider05,254,101,217,255,0
Box_Collider07,233,176,159,255,0
Mesh_Collider01,18,253,128,255,0
Mesh_Collider00,131,115,119,255,0
Mesh_Collider03,84,48,62,255,0
Mesh_Collider02,212,249,90,255,0
Mesh_Collider05,163,91,128,255,0
Mesh_Collider04,66,197,109,255,0
Mesh_Collider07,119,153,54,255,0
Mesh_Collider06,110,9,84,255,0
Mesh_Collider09,101,40,91,255,0
Mesh_Collider08,2,37,179,255,0
Mesh_Collider11,16,249,123,255,0
Mesh_Collider10,141,209,182,255,0
Mesh_Collider13,7,111,146,255,0
Mesh_Collider12,126,163,10,255,0
Mesh_Collider15,184,125,64,255,0
Mesh_Collider14,22,254,215,255,0
Candle_Tall,216,195,216,255,0
Candle-Short,16,187,35,255,0
Jorid,216,28,150,255,16
Jorid_Tray,223,58,136,255,16
Soderhamn_Pillows7,98,125,79,255,7
Kitchen,171,203,153,255,0
Net2_Wire,101,198,178,255,19
Net1_Wire,124,71,170,255,19
Net2_Hooks,101,149,95,255,19
Net1_Hooks,247,116,218,255,19
Kallax_2x2,31,50,87,255,9
Alu_Chair,219,128,223,255,5
Hemnes_Drawer,197,148,252,255,9
SilverBirchTrunk_01_LOD0,169,95,18,255,8
SilverBirchBranches_01_LOD0,27,251,79,255,8
Riggad,179,65,112,255,11
Skogsta,10,229,232,255,16
Stones1,7,80,56,255,3
Board,128,218,46,255,19
Selje,182,70,147,255,16
SMPL_Female_Autonomous,35,213,234,255,20
SMPL_Male_Autonomous,35,213,234,255,20
