#NOTE: most objects use renderer centroid position. collider or mesh centroid is used where no renderer is available, which is similar. otw we use transform.position which is not guaranteed to be the centroid. check comment col for notes.
#name,x,y,z,qx,qy,qz,qw,comment
Cables2 (8),-15.90564,-10.037,23.97347,0,-1,1.809995E-06,-3.276082E-12,
Tunnel_Dual_LOD1,-49.99974,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Dual_LOD0,-49.99974,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Dual_LOD2,-49.99974,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Dual (7),-50,-7,74,0,0,0,1,transform_position
Pillar_Concrete (10),2.14,-2.947303,33.79,0,0,0,1,
Rails_LOD1,-32,-7.012189,-15.99806,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,-15.99806,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,-15.99806,2.185569E-08,0,0,1,
Rails (51),-32,-7,-16,0,0,0,1,transform_position
Ground_Dirt_3 (1),-31.72629,-6.990101,50.9322,1.809995E-06,0,0,1,
Rails_LOD1,-32,-7.012189,84.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,84.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,84.00194,2.185569E-08,0,0,1,
Rails (86),-32,-7,84,0,0,0,1,transform_position
Trashcan (16),-19.11671,-5.456169,-91.36468,1.566298E-06,0.5011505,9.070799E-07,0.8653602,
Rails_LOD1,-32,-7.012189,8.001938,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,8.001938,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,8.001938,2.185569E-08,0,0,1,
Rails (3),-32,-7,8,0,0,0,1,transform_position
Rails_LOD1,-48.00194,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD0,-48.00194,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD2,-48.00194,-13.01843,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails (7),-48,-13,4,0,-0.7071058,0,0.7071079,transform_position
Sign_UnathorizedPersonnel,-61.99096,-3.585,46.68,1.545433E-08,0.7071056,-1.545429E-08,0.707108,
Wall_Platform_Short_04 (5),-34.13539,-4.5,164,1.545433E-08,0.7071058,-1.545429E-08,0.7071078,
Station_name (5),-35.89119,-3.95757,13.664,0.5000001,0.4999999,0.5000001,-0.5,
Rails_LOD1,-32,-7.012189,80.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,80.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,80.00194,2.185569E-08,0,0,1,
Rails (87),-32,-7,80,0,0,0,1,transform_position
MetalPillar3_SM (8),-42.293,-9.984402,18.0296,-0.5,-0.5,-0.5,0.5000001,
Dirt1 (1),-62.029,-9.81313,17.97328,-5.684342E-14,-1,-1.809995E-06,-1.192093E-07,
Floor_4x4 (52),-4,-6,12,0,0,0,1,
Light Probe Group,-24.343,-4.901005,147.7031,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,transform_position
Point light,-23.49401,-4.855002,147.7031,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,transform_position
VendingMachine2,-22.64504,-4.74734,147.8005,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,
Floor_4x4 (68),-24,-6,-132,0,-1,0,5.960465E-08,
Advert3 (1),-4.849999,-9.694,21.93961,0,1,0,2.950429E-06,
Spotlight,-32.27,-11.261,39.831,0.7071058,0,0,0.7071079,transform_position
Tunnel_Lamp (3),-32.27,-11.12282,39.832,0.7071058,0,0,0.7071079,
Floor_4x4_6 (5),-24,-16,30,0,0,0,1,
Wall_Short_45turn_03,-26.00002,-4,-136,1.545433E-08,-0.7071057,1.545429E-08,0.7071079,
Station_Name2_Decal (1),-57.9773,-9.087035,12.89,-1.279858E-06,-0.7071078,1.279862E-06,-0.7071058,
Posters4 (1),-39.59233,-14.32287,30.00442,-1.809995E-06,-2.950429E-06,-5.144329E-12,1,
Ceiling_Corridor_Pipes_LOD0,-70,-2.250864,30,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Ceiling_Corridor_Pipes_LOD1,-70,-2.250864,30,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Ceiling_Corridor_Pipes (4),-70,-2,30,0,0.7071067,0,0.7071068,transform_position
Ground_Dirt_3,-74.73067,-13.2611,4.119132,1.809995E-06,0,0,1,
Pipes_LOD0,-25.97717,-8.245258,19.75978,0.5000009,-0.499999,0.500001,0.4999992,
Pipes_LOD1,-25.97717,-8.245257,19.76393,0.5000009,-0.499999,0.500001,0.4999992,
Pipes (12),-22,-8.203,20.148,0.5,-0.4999999,0.5000001,0.5000001,transform_position
Ceiling_8x8_LOD1,-58,-8.227346,10,1.27986E-06,-0.7071069,1.27986E-06,0.7071066,
Ceiling_8x8_LOD0,-58,-8.227346,10,1.27986E-06,-0.7071069,1.27986E-06,0.7071066,
Ceiling_8x8 (15),-58,-8,10,0,-0.7071069,0,0.7071066,transform_position
Ground_Dirt_LG (7),4.266,-5.954333,43.34954,1.722102E-06,-0.3078331,5.571766E-07,0.9514404,
Stairs_Interior_LOD0,-64.01482,-8.068555,16.00256,2.185569E-08,1.490116E-08,-3.256752E-16,1,
Stairs_Interior_LOD1,-64.01482,-8.068555,16.00256,2.185569E-08,1.490116E-08,-3.256752E-16,1,
Stairs_Interior_LOD2,-64.01482,-8.068555,16.00256,2.185569E-08,1.490116E-08,-3.256752E-16,1,
Stairs_Interior_02 (1),-64,-6,22,0,1.490116E-08,0,1,transform_position
Wall_Corner_Short_03 (1),-35.99998,-4,-144,-1.545425E-08,-0.70711,1.545438E-08,-0.7071037,
Generator (1),-16.79999,-6.481835,-24.08635,-1.27986E-06,-0.7071068,1.27986E-06,-0.7071067,
Floor_Safety_4x4 (5),-16,-6,4,0,0,0,1,
Wall_Platform_Short_Danger (26),-34.13539,-4.5,-104,1.545433E-08,0.7071058,-1.545429E-08,0.7071078,
Wall_High (31),-54,-3,-4,1.545434E-08,0.7071058,-1.545429E-08,0.7071078,
Station_Name_Cylindrical (4),-26.00216,-12.58028,34.4341,1.853648E-08,-0.5297871,-1.157886E-08,0.8481307,
Wall_High (5),-28,-3,58,6.217248E-14,-1,2.18557E-08,2.950429E-06,
Wall_Short_90_03,-18,-4,-94,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Wall_Trim_Style_06 (14),-28,-11.5,30.07085,2.185569E-08,0,0,1,
Vent_LG (15),-6.080102,-5.907,-19.53,1.27986E-06,-0.7071067,-1.27986E-06,0.7071068,
Intercom (7),-20.05841,-2.681045,-111.028,1.27986E-06,-0.7071067,-1.27986E-06,0.7071068,
Wall_Short_01 (15),2,-4,32,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Tunnel_Dual_Support_Pillars (7),-50,-4.393341,62.06741,0,0,0,1,
Spotlight,-41.539,-0.19,36.32,0.3804543,-0.5960324,0.3804544,0.5960324,transform_position
Tunnel_Lamp (4),-41.54,-0.0518232,36.32,0.4999999,-0.5000001,0.5,0.5000001,
Rails_LOD1,-48,-7.012189,-31.99806,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,-31.99806,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,-31.99806,2.185569E-08,0,0,1,
Rails (105),-48,-7,-32,0,0,0,1,transform_position
Floor_4x4 (75),-40,-6,-4,0,0,0,1,
Ceiling_04_4x4 (4),-24,-2.051907,140,2.185569E-08,0,0,1,
Floor_Safety_4x4,-16,-6,32,0,-0.7071068,0,0.7071067,
Floor_Platform_NOCable (6),-36,-6.499993,32,0,0.7071067,0,0.7071068,
Floor_4x4 (107),-76,-6,28,0,0,0,1,
Spotlight,-34.17979,-3.674,164.11,0.5000031,0.4999969,-0.4999986,0.5000014,transform_position
Lamp_Style4 (10),-34.1601,-3.629533,164.11,1.279865E-06,0.7071037,-1.279854E-06,0.70711,
Wall_Short_03 (6),-20,-4,-102,1.545434E-08,-0.7071058,1.54543E-08,0.7071079,
Rails_LOD1,-48,-7.012189,100.0019,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,100.0019,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,100.0019,2.185569E-08,0,0,1,
Rails (147),-48,-7,100,0,0,0,1,transform_position
Point light,-44.70308,-6.523962,-41.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Tunnel_Lamp_02 (15),-44.5663,-6.523962,-41.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Rails_LOD1,-52,-7.012189,-68.00194,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD0,-52,-7.012189,-68.00194,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD2,-52,-7.018433,-68.00194,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails (122),-52,-7,-68,0,-1,0,2.950429E-06,transform_position
Pillar_Style4_LOD1,-28.19,-4.005137,135.95,1.809995E-06,0,0,1,
Pillar_Style4_LOD0,-28.19,-4.005137,135.95,1.809995E-06,0,0,1,
Pillar_Style4_LOD2,-28.19,-4.005137,135.95,1.809995E-06,0,0,1,
Pillar (2),-28.19,-6,135.95,0,0,0,1,transform_position
Rails_LOD1,-16.00194,-17.01219,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails_LOD0,-16.00194,-17.01219,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails_LOD2,-16.00194,-17.01843,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails (15),-16,-17,38,0,-0.7071068,0,0.7071068,transform_position
Wall_Short_01 (2),-44,-3.576279E-07,-18,2.18557E-08,1.490116E-08,-6.661338E-16,1,
Cables2 (1),-21.75547,-6,-22.11388,1.27986E-06,0.7071068,-1.27986E-06,0.7071067,
Missing_Cat (4),-20.01434,-4.311,-100.709,-0.04075672,0.7059312,0.04075669,-0.7059312,
Ground_Dirt_LG (1),-86.623,-12.95675,-0.3599999,8.212098E-07,0.8911506,-1.612979E-06,0.4537078,
Wall_Corner_Short_04,-8,-4,140,6.261657E-14,-1,2.18557E-08,2.950429E-06,
Rails_GapCover (2),-31.99874,-7.081832,9.067684,0,-1,0,2.622604E-06,
Ad_Benbow,-18.04525,-2.84,18.39,-2.669254E-08,-0.7071067,-2.669254E-08,0.7071068,
Missing_Cat (2),-37.24356,-3.872884,-5.980315,1.809995E-06,8.941024E-08,1.705303E-13,-1,
Service_Corridor (12),-23.99686,-4,-64,2.185569E-08,0,0,1,
Station_Name_LargeBoard,-36.94,-12.88589,30.02954,2.185569E-08,0,0,1,
Wall_Short_90_02 (1),-20,-10,16,1.545433E-08,-0.7071057,1.545429E-08,0.7071079,
Rails_LOD1,-32,-7.012189,36.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,36.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,36.00194,2.185569E-08,0,0,1,
Rails (12),-32,-7,36,0,0,0,1,transform_position
Posters3 (4),-72.60093,-4.410879,10.00803,-1.809995E-06,-2.503395E-06,-4.33431E-12,1,
Spotlight,-29.587,-2.832723,-100.426,0.5,-0.5,0.4999999,0.5000001,transform_position
Lamp1 (76),-29.587,-2.01558,-100.426,0,-0.7071067,0,0.7071068,
Concrete_Beam (36),-72.92,-2.214225,14,0,0.7071066,0,-0.7071069,
Missing_Cat,-11.20246,-10.62247,23.98032,-5.684342E-14,-1,-1.809995E-06,-1.192093E-07,
Spotlight,-18.563,-0.8628273,18.58253,0.5000009,-0.499999,0.5000008,0.4999992,transform_position
Lamp_Wall,-18.2999,-0.8628254,18.58253,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Rails_LOD1,-48,-7.012189,48.00194,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,48.00194,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,48.00194,2.185569E-08,0,0,1,
Rails (44),-48,-7,48,0,0,0,1,transform_position
Railing_SM (4),-69.933,-4.215602,30.148,-0.5000001,-0.5,-0.5,0.5,
Pillar_Style4_LOD1,-28.19,-4.005137,159.95,1.809995E-06,0,0,1,
Pillar_Style4_LOD0,-28.19,-4.005137,159.95,1.809995E-06,0,0,1,
Pillar_Style4_LOD2,-28.19,-4.005137,159.95,1.809995E-06,0,0,1,
Pillar (5),-28.19,-6,159.95,0,0,0,1,transform_position
Pillar_Concrete (6),-56.11,-2.947303,28.12,0,0,0,1,
Floor_4x4 (46),-24,-6,8,0,-1,0,1.490116E-07,
Wall_Short_05 (10),10,-10,12,-1.545425E-08,-0.70711,1.545438E-08,-0.7071036,
Advert4,-23.1161,-4.053378,-135.7414,0,-0.5637493,0,0.825946,
S_Subway_Entrance1,3.348818,1.099,12.018,-1.27986E-06,-0.7071068,-1.27986E-06,-0.7071068,
Barrel3_LOD0,-11.62024,-7.467367,-18.52762,-4.773713E-07,-0.9645934,1.745909E-06,-0.2637418,
Barrel3_LOD1,-11.62024,-7.467682,-18.52762,-4.773713E-07,-0.9645934,1.745909E-06,-0.2637418,
Barrel3,-11.62024,-8,-18.52762,0,-0.9645934,0,-0.2637418,transform_position
Tunnel_Dual_LOD1,-49.99974,-4.410555,-50.00001,2.185569E-08,0,0,1,
Tunnel_Dual_LOD0,-49.99974,-4.410555,-50.00001,2.185569E-08,0,0,1,
Tunnel_Dual_LOD2,-49.99974,-4.410555,-50.00001,2.185569E-08,0,0,1,
Tunnel_Dual (4),-50,-7,-46,0,0,0,1,transform_position
Pillar_Concrete (12),-63.11,-2.947303,28.12,0,0,0,1,
Wall_High_90 (3),-16,-3,1.192093E-07,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Spotlight,-38.37,-0.8327436,30.5,0.5,-0.5,0.4999999,0.5000001,transform_position
Lamp1 (33),-38.37,-0.01560062,30.5,0,-0.7071067,0,0.7071068,
Rails_LOD1,-52,-7.012189,71.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD0,-52,-7.012189,71.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD2,-52,-7.018433,71.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails (129),-52,-7,72,0,-1,0,2.950429E-06,transform_position
Tunnel_Dual_LOD1,-49.99974,-4.410555,102,-2.185569E-08,0,0,1,
Tunnel_Dual_LOD0,-49.99974,-4.410555,102,-2.185569E-08,0,0,1,
Tunnel_Dual_LOD2,-49.99974,-4.410555,102,-2.185569E-08,0,0,1,
Tunnel_Dual (10),-50,-7,98,0,0,0,1,transform_position
Wall_Short_01 (16),4,-4,34,2.18557E-08,2.980232E-08,-6.661338E-16,1,
Vent_Smoke,-6.860014,-10.5925,33.554,1.564622E-07,-0.8660245,-3.501773E-07,0.5000017,
Floor_4x4 (81),-60,-6,32,0,0,0,1,
Ceiling_04_4x4 (2),-24,-2.051907,132,2.185569E-08,0,0,1,
MetalPillar2_SM (7),-20.6138,-3.964401,-122.789,6.247146E-08,-0.7071069,-0.7071067,2.086162E-07,
Trashcan (1),-18.5573,-5.456169,43.78,1.809995E-06,0,0,1,
Point light,-28.6709,-6.50302,-80.03,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Tunnel_Lamp_02 (8),-28.53413,-6.50302,-80.03,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Floor_4x4 (101),-68,-6,40,0,0.7071067,0,0.7071068,
Wall_Short_01 (23),-8,-4,34,5.773159E-14,1,-2.185571E-08,2.846122E-06,
Beam_Style4_8x8 (1),-29.58536,-2.28215,158,0,-0.7071058,0,0.7071078,
Floor_4x4_2 (38),-52,-12,12,0,0,0,1,
Graffiti3,-89.98235,-11.79,2.926,0.09297796,-0.7009685,0.09297565,-0.7009664,
Floor_platform_Cable_LOD1,-28.00792,-6.5,-87.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,-87.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_Platform_Cable (57),-28,-6,-88,0,-0.7071068,0,0.7071068,transform_position
Wall_High (1),-18,-3,40,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Floor_4x4_3 (5),-24,-6,136,0,1,0,-3.203749E-06,
Ceiling_04_8x8 (6),-30,-2.051908,158,2.185569E-08,0,0,1,
Advert1,-25.79034,-3.938288,169.9655,-5.544281E-13,1,1.809995E-06,-3.576278E-07,
Ceiling_4x4 (18),-16,-8,20,-3.774895E-08,0,0,1,
Rails_LOD1,-32,-7.012189,76.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,76.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,76.00194,2.185569E-08,0,0,1,
Rails (85),-32,-7,76,0,0,0,1,transform_position
Dirt1,-15.085,-4.169,26.02672,-1.809996E-06,8.940697E-08,-5.684339E-14,-1,
Vent_LG (4),-68.291,-4.945048,10.04505,1.809995E-06,5.960465E-08,-1.136868E-13,1,
bars3,-70.53381,-5.426399,31.84637,-0.5000017,-0.4999983,-0.500002,0.4999981,
bars2,-70.53381,-5.426399,33.20906,-0.5000018,-0.4999985,-0.5000018,0.4999979,
pivot2,-70.54012,-5.169496,33.5694,-0.653363,-0.653358,0.2704079,-0.2704064,
Gate_Sign,-69.84194,-2.920764,32.9614,-0.5000017,-0.4999983,-0.5000019,0.4999981,
bars,-70.53381,-5.426399,34.57037,-0.5000018,-0.4999985,-0.5000018,0.4999979,
pivot,-70.54012,-5.169496,34.9307,-0.653363,-0.653358,0.2704079,-0.2704064,
pivot3,-70.54012,-5.169496,32.2067,-0.653363,-0.653358,0.2704079,-0.2704064,
Gate (1),-70.48734,-4.947952,33.01839,-1.27986E-06,-0.7071069,-1.27986E-06,0.7071066,
Rails_LOD1,-32,-7.012189,120.0019,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,120.0019,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,120.0019,2.185569E-08,0,0,1,
Rails (161),-32,-7,120,0,0,0,1,transform_position
Concrete_Beam (9),-35.627,-0.2262249,22,0,-0.7071067,0,0.7071068,
Tunnel_Service_Handrails,-28.32497,-5.172566,-26.00001,0,-0.7071058,0,0.7071078,
Spotlight,-40.09,-11.445,33.95082,0.7071068,0,0,0.7071068,transform_position
Lamp_Small (8),-40.09,-11.19559,33.95082,2.185569E-08,0,0,1,
NewspaperDispenser_2_LOD1,-18.32891,-5.304997,34.89306,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
NewspaperDispenser_2_LOD0,-18.32891,-5.304997,34.89306,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
NewspaperMachine_2,-18.328,-6,34.89306,0,-0.7071067,0,0.7071068,transform_position
Intercom,-56.81136,-2.520518,52.1045,1.27986E-06,-0.7071067,-1.27986E-06,0.7071068,
Ceiling_04_8x8,-30,-2.051908,126,2.185569E-08,0,0,1,
Wall_Short_90_05,20,-10,20,5.440092E-14,-1,2.18557E-08,2.562999E-06,
Cables2 (5),-18.00951,-0.9845184,32.8,0.4999991,0.4999992,-0.5000009,-0.5000008,
Rails_LOD1,-48,-7.012189,28.00194,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,28.00194,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,28.00194,2.185569E-08,0,0,1,
Rails (33),-48,-7,28,0,0,0,1,transform_position
Rails_LOD1,39.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD0,39.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD2,39.99806,-13.01843,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails (25),40,-13,4,0,-0.7071058,0,0.7071079,transform_position
Wall_Platform_Short_Danger (3),-32,-10.5,1.864605,2.185569E-08,0,0,1,
Wall_Short_01 (1),2.384186E-07,-4,10,2.18557E-08,1.490116E-08,-4.440892E-16,1,
Ground_Dirt_1 (7),-39.30151,-5.992849,15.99,1.809995E-06,0,0,1,
Floor_4x4 (60),-40,-6,56,0,0,0,1,
Station_Name3_Decal (1),-18.0227,-3.173,-114.73,1.279858E-06,-0.7071078,1.279862E-06,0.7071058,
Ceiling2_4x4,12,-7.999993,8,0,0,0,1,
Tunnel_Single_LOD0,-9.99999,-10.41055,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Tunnel_Single_LOD1,-9.99999,-10.41055,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Tunnel_Single_LOD2,-9.99999,-10.41055,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Tunnel_Single,-14,-13,4,0,-0.7071058,0,0.7071078,transform_position
Spotlight,-41.539,-0.19,8.67,0.3804543,-0.5960324,0.3804544,0.5960324,transform_position
Tunnel_Lamp (1),-41.54,-0.0518232,8.67,0.4999999,-0.5000001,0.5,0.5000001,
MetalPillar2_SM (6),-28.0392,-3.964401,-136.471,0.707107,2.980232E-08,-4.81073E-07,-0.7071066,
Tunnel_Service_Door_Handrails,-1.999999,-11.71904,7.099145,0,-1,0,1.639128E-07,
Ceiling_8x8_Pipes_LOD0,-46,-0.2273469,54.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes_LOD1,-46,-0.2273469,54.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes_LOD2,-46,-0.2273469,54.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes (13),-46,0,54,0,-0.7071067,0,0.7071068,transform_position
Railing_LG (34),-31,-4.311793,-138.113,1.809995E-06,0,0,1,
Rails_LOD1,-32,-7.012189,4.001938,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,4.001938,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,4.001938,2.185569E-08,0,0,1,
Rails (4),-32,-7,4,0,0,0,1,transform_position
