#NOTE: most objects use renderer centroid position. collider or mesh centroid is used where no renderer is available, which is similar. otw we use transform.position which is not guaranteed to be the centroid. check comment col for notes.
#name,x,y,z,qx,qy,qz,qw,comment
Ground_Moss_Tiled (2),-55.114,0.538182,26.733,-0.5,0.5,0.5000001,0.4999999,
Road_8x (50),-79.5,0.2496797,47.99696,-0.5,-0.5,-0.5,0.5,
Plant_Grass_Small (22),-3.650618,0.268259,17.11113,-0.01160828,0.7066424,0.7073882,0.01112432,
Road_8x (58),-79.5,0.2496797,-40.00304,-0.5,-0.5,-0.5,0.5,
Plant_Bush_B (15),-19.78364,1.060921,46.64795,0.644097,0.291786,0.2917862,-0.644097,
Plant_Punjab (14),-31.61529,0.3106357,16.89132,0.7071068,0,0,-0.7071068,
Lamp_Garden_Pilar (2),7.207,0.7633049,21.804,0.7071068,0,0,-0.7071068,
Fence_Backyard_Tile (27),-68.95997,1.505944,28.39038,0,1,0,-4.371139E-08,
Floor_Grass_8x8 (10),12,0.5,-7,0.7071068,0,0,-0.7071068,
Background_Bush_6x (45),-71,1.75,32.57,-0.5,-0.5,-0.5,0.5,
Lamp_Wall_Original (3),-39.821,2.402562,-2.869709,-0.7071068,0,0,0.7071068,
Plant_Punjab (3),-54.53025,0.7687954,25.06867,0.7071068,0,0,-0.7071068,
Porch_4x (4),-26.49818,3.630279,57.02278,0.5,-0.5,-0.5,-0.5,
Plant_TallGrass (1),-48.65599,1.113237,-2.604762,-0.664463,-0.2418448,-0.2418448,0.664463,
Plant_Bush_B (6),-26.57672,0.908921,-1.344073,0.4608773,0.5362761,0.5362763,-0.4608773,
Plant_Grass_Small (23),-34.93962,0.2643737,17.11555,-0.01149219,0.6992618,0.7146849,0.01124421,
AirVentGrid (1),-30,7.5,-3.986907,-0.5,-0.5,-0.5,0.5,
Plant_Bush_B (2),0.8862967,0.6389209,7.08666,0.6128526,-0.3527205,-0.3527205,-0.6128526,
Plant_Punjab,-13.10648,0.3370233,7.146666,0.7071068,0,0,-0.7071068,
Flower_Red_02 (8),-51.00182,0.3896523,22.04935,-0.7071068,0,0,0.7071068,
Porch_4x (2),-32.49818,3.630279,57.02278,0.5,-0.5,-0.5,-0.5,
Plant_Grass (37),-28.02827,0.5745986,-1.511383,0.706915,-0.01647031,-0.01647031,-0.706915,
Plant_HedgeBush (41),-13.5,1.185905,45,0.5,-0.5,-0.5,-0.5,
Mailbox (4),-51.16965,0.8492846,16.67988,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Background_Bush_6x (4),-2,1.75,53,-0.7071068,0,0,0.7071068,
Porch_Pilar (4),-23.5,1.928114,39.863,0.7071068,0,0,-0.7071068,
Plant_Punjab (2),-12.66539,0.3370233,7.06099,0.6404497,0.2997069,0.2997069,-0.6404497,
Plant_Grass_Small (32),9.244383,0.2515181,17.10277,-0.01182589,0.7204863,0.6932828,0.0108927,
Plant_TallGrass (5),-56.9035,0.9511585,-3.339206,-0.664463,-0.2418448,-0.2418448,0.664463,
Claypot (2),-27.19027,0.8492171,-4.555372,-0.7071068,0,0,0.7071068,
Fence_Frontyard_Tile_Left_2x (2),-36.36236,0.7216433,3.994384,0,0,0,1,
FenceDark_Backyard_Tile (24),-41.53026,1.508002,29.5,0,1,0,-4.371139E-08,
FenceDark_Backyard_Tile (7),-40.5,1.508002,42.53026,0,0.7071068,0,-0.7071068,
Plant_FlowersRed (4),-52.28988,0.9169948,1.111301,-0.6327992,0.3155395,0.3155396,0.6327992,
Plant_Grass (10),-50.83456,0.4095779,2.236213,-0.6839296,0,0,0.729548,
Fence_Backyard_Tile (23),-45.99962,1.505944,48.03297,0,0.7071068,0,-0.7071068,
Trashbin_Lid,-4.112447,0.9989336,15.74375,0.4877494,0.5119576,0.5119576,-0.4877493,
Trashbin (5),-4.111341,0.486685,15.77122,0.4877494,0.5119576,0.5119576,-0.4877493,
Plant_Grass_Small (6),-62.9672,0.2603594,6.967362,-0.005538098,0.7070851,0.7070851,0.005538116,
Plant_Box_C (1),-22.5839,1.125813,40.2994,-0.7071068,0,0,0.7071068,
Plant_TallGrass (1),9.284663,0.9084303,-0.7570293,-0.6515068,-0.2748434,-0.2748434,0.6515068,
Plant_HedgeBush (11),-11.88,1.685905,0.4999999,-0.5,-0.5,-0.5,0.5,
Porch_Floor_3x2 (1),-28,0.4409115,43,0.7071068,0,0,-0.7071068,
Porch_Pilar (1),-24.5,1.928114,27.5,0.7071068,0,0,-0.7071068,
Plant_Bush_B (18),-26.94364,1.060921,46.64795,0.644097,0.291786,0.2917862,-0.644097,
FenceDark_Backyard_Tile (34),-10.46974,1.508002,28.5,0,0,0,1,
Plant_FlowersRedBush (8),-39.04123,0.9612298,1.824102,-0.6343477,-0.3124148,-0.3124148,0.6343477,
Road_8x (3),-58.99696,0.2496788,19.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Floor_Grass_45x45 (2),-49.5,0.5,-41.5,0.5,-0.5,-0.5,-0.5,
Lamp_Garden_Small (10),-53.3251,0.3894186,22.13278,-0.6806563,-0.1966335,-0.2280747,0.6678505,
Porch_Pilar (2),-26.5,1.928114,27.5,0.7071068,0,0,-0.7071068,
Fence_Frontyard_Tile_Right_2x (13),-10.13537,0.7026433,3.914384,0,0,0,1,
Plant_Grass (29),-38.43656,0.5944471,25.83328,-0.7110922,0,0,0.7030988,
Plant_Bush (3),-55.32589,1.019772,20.10631,-0.7071068,0,0,0.7071068,
Tree_Trunk,21.26861,6.916256,6.400219,-0.6532815,0.2705981,0.2705981,0.6532815,
Tree_Groundplane,19.99403,0.1853725,6.922518,-0.1040457,0.7032313,0.6973793,0.09111814,
Bone01,20.00188,0.2232061,6.998116,-0.2710266,0.2701508,-0.6543418,0.6522271,transform_position
Bone02,20.01187,4.802471,6.988133,-0.07329933,0.1080014,-0.5567644,0.8203514,transform_position
Bone03,20.01237,4.804191,6.987631,-0.03731462,0.02258907,-0.8546453,0.5173771,transform_position
TreeLargeSplit_Skinned (3),39.09188,1.8,-2.192389,0,0.3826835,0,0.9238795,collider_centroid
Lamp_Street_High (5),27.69762,4.148958,7.640531,-0.7071068,0,0,0.7071068,
Plant_Grass_Small (13),-7.120617,0.2643737,6.950553,-0.01149219,0.6992618,0.7146849,0.01124421,
Ground_Moss_Tiled,4.014,0.5017097,-0.75,-0.5,0.5,0.5000001,0.4999999,
Road_8x (60),40.5,0.2496797,71.99696,-0.5,-0.5,-0.5,0.5,
FenceDark_Backyard_Tile (19),-19.46974,1.508002,47.5,0,0,0,1,
Lamp_Street_Low (1),-26.57429,2.221378,1.439412,0.4859623,-0.5136543,-0.5136544,-0.4859621,
Flower_Yellow_01 (6),-51.6511,0.3834862,7.225308,-0.7071068,0,0,0.7071068,
Tree_Trunk,-16.50306,4.442455,46.1973,-0.6532815,0.2705981,0.2705981,0.6532815,
Tree_Groundplane,-16.99099,0.5091875,46.52753,-0.6601076,0.2677408,0.2734255,0.6463833,
Bone02,-17.01504,3.556336,46.51504,-0.07329933,0.1080014,-0.5567644,0.8203514,transform_position
Bone03,-17.01467,3.557478,46.51467,-0.03731462,0.02258907,-0.8546453,0.5173771,transform_position
Bone01,-17.02252,0.5154104,46.52251,-0.2710266,0.2701508,-0.6543418,0.6522271,transform_position
Tree_Grate,-17.0167,0.5570626,46.52042,-0.6532815,0.2705981,0.2705981,0.6532815,
TreeLarge_Skinned (12),-1.384918,1.542012,80.11212,0,0.3826835,0,0.9238795,collider_centroid
Floor_Grass_2x8,17,0.5,31,-0.7071068,0,0,0.7071068,
FenceDark_Backyard_Tile (12),-40.5,1.508002,44.53026,0,0.7071068,0,-0.7071068,
Lamp_Wall_Box (3),-15.5,2.5,-2.866273,0.7071068,0,0,-0.7071068,
Background_Bush_6x (34),48.49,1.75,78.68,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Road_8x (11),40.5,0.2496797,23.99696,-0.5,-0.5,-0.5,0.5,
Porch_End_Right_4x (1),-23.35596,2.331769,57.01677,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Plant_Grass (24),-62.88056,0.4939242,22.93027,-0.7288318,0,0,0.6846927,
Background_House_B (3),-110.2459,5.551987,10.21783,0.5,-0.5,-0.5,-0.5,
Plant_HedgeBush (13),-11.88,1.685905,-11.5,-0.5,-0.5,-0.5,0.5,
Plant_Grass (38),-14.00856,0.5045986,-1.423287,0.7071068,0,0,-0.7071068,
FenceDark_Backyard_End (2),-13.5,1.508002,29.5,0,0.7071068,0,0.7071068,
Plant_Fern (7),-48.81572,0.2759553,7.018707,-0.7071068,0,0,0.7071068,
Porch_End_Left_4x,-17.35626,2.331769,38.48323,0.7071068,0,0,-0.7071068,
Plant_Grass (1),9.17744,0.4125779,2.182213,-0.6839296,0,0,0.729548,
Flower_Red_02 (3),-6.170066,0.7444626,25.0587,-0.7071068,0,0,0.7071068,
Plant_Drygrass_Set,-1.555081,0.278025,16.90441,-0.4805439,-0.518727,-0.5187269,0.4805439,
Background_Bush_6x (40),-8,1.75,38,-0.5,-0.5,-0.5,0.5,
Road_8x (32),40.5,0.2496797,-16.00304,-0.5,-0.5,-0.5,0.5,
Road_8x (10),-94.5,0.2496797,24.00304,0.5,-0.5,-0.5,-0.5,
Plant_Grass (25),-27.98456,0.4125779,2.182213,-0.6839296,0,0,0.729548,
Plant_FlowersRed (5),-5.545993,0.9979639,25.11105,-0.4477623,0.5472742,0.5472741,0.4477623,
Lamp_WireHanging_2x,-25.51696,3.103767,27.49474,-0.7071068,0,0,0.7071068,
Plant_TallGrass (5),-27.99806,1.022465,-3.197127,-0.664463,-0.2418448,-0.2418448,0.664463,
Flag_Usa,-21.88418,2.575666,-2.603868,-0.4791107,-0.5200509,-0.5200511,0.4791107,
Tree_Background (4),42.29065,6.359617,-16.95149,0.06155922,-0.7044219,-0.7044223,-0.06155903,
Plant_Grass (57),-18.90056,0.5944471,25.83328,-0.7110922,0,0,0.7030988,
Plant_Lily (4),3.680458,0.6848379,-0.757247,-0.7071068,0,0,0.7071068,
Background_Bush_6x (23),-38,1.75,-20,-0.7071068,0,0,0.7071068,
Flower_Red_01 (1),-13.2267,0.3579659,17.58635,-0.7071068,0,0,0.7071068,
PowerLine_Short (7),2.894681,9.594071,26.17611,-0.6521409,0.2592698,0.2291409,0.6745264,
Lamp_Street_Low,14.32,2.025378,17.83648,-0.7071068,0,0,0.7071068,
Floor_Grass_8x8 (15),12,0.5,31,-0.7071068,0,0,0.7071068,
Fence_Backyard_Tile (19),-45.99962,1.505944,40.03297,0,0.7071068,0,-0.7071068,
Background_Bush_6x (10),-44,1.75,53,-0.7071068,0,0,0.7071068,
Floor_Grass_45x45 (11),70.5,0.5,-55,0.5,-0.5,-0.5,-0.5,
PowerLine_Short (6),-35.91402,7.289129,23.92806,-0.5372732,0.3605646,0.2558481,0.7182426,
Plant_Fern,5.064281,0.6416108,-0.7492926,-0.7071068,0,0,0.7071068,
Floor_Grass_8x8 (17),-20,0.5,-15,0.7071068,0,0,-0.7071068,
Fence_Backyard_Tile (1),-37.48616,1.505944,-5.479615,0,1,0,-4.371139E-08,
Plant_TallGrass (2),-32.26034,0.9084303,47.10997,-0.6515068,-0.2748434,-0.2748434,0.6515068,
Tree_Billboard (12),-128.7,0.47,13.2,0,-0.6985824,0,-0.7155296,
PowerPole (4),-96.11481,5.208694,21.55724,-0.5219629,-0.477027,-0.477027,0.5219629,
Floor_Grass_2x8 (12),-26,0.5,38.5,0.5,-0.5,-0.5,-0.5,
Plant_TallGrass (3),-35.16334,0.9084303,47.10997,-0.6515068,-0.2748434,-0.2748434,0.6515068,
PowerLine_Short (5),13.93835,8.436547,-0.4798602,-0.3671101,-0.6906369,-0.5140684,0.3521143,
FenceDark_Backyard_Tile (5),-40.5,1.508002,36.53026,0,0.7071068,0,-0.7071068,
Plant_FlowersRedBush (13),-49.5533,1.25823,-2.678395,-0.6729153,-0.2172211,-0.2172211,0.6729153,
Background_Bush_6x (8),-62,1.75,53,0.7071068,0,0,-0.7071068,
Plant_Grass (63),-39.27435,0.6075985,43.52275,0.7064011,-0.03158469,-0.03158468,-0.7064011,
FenceDark_Backyard_Tile (2),-40.5,1.508002,32.53026,0,0.7071068,0,-0.7071068,
Floor_Grass_2x8 (4),-44,0.5,46,0.5,-0.5,-0.5,-0.5,
Plant_Bush_B (13),-28.37762,1.349921,-3.478692,0.5191956,0.4800374,0.4800374,-0.5191956,
Floor_Grass_2x8 (5),-29,0.5,43.5,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Ground_Moss_Stones (1),-25.50171,0.623565,27.22294,-0.5,-0.5,-0.5,0.5,
Flower_Yellow_02,-38.53931,0.2216567,6.791609,-0.7071068,0,0,0.7071068,
Plant_Grass (22),-38.49356,0.4091277,21.789,-0.7273767,0,0,0.6862385,
Flower_Yellow_01 (5),-57.29202,0.4091748,6.910624,-0.7071068,0,0,0.7071068,
Stone_D,1.550579,0.237,7.157814,-0.6937724,-0.1366744,-0.1366744,0.6937724,
Plant_Grass_Small (4),-59.54321,0.2603594,7.021362,-0.005538098,0.7070851,0.7070851,0.005538116,
FlowerPot_Hanging (1),-22.032,2.635525,39.939,0.7071068,0,0,-0.7071068,
Plant_FlowersRed (16),-23.5449,1.106995,27.15377,0.6532815,-0.2705981,-0.2705981,-0.6532815,
Door_Windowed,6.498701,1.800357,-4.002594,0.7071068,0,0,-0.7071068,
Porch_Rail_1x,4.83,1.179828,-1.031264,0.7071068,0,0,-0.7071068,
Porch_Rail_2x (7),1.086,1.179828,-1.054263,0.7071068,0,0,-0.7071068,
Roof_8x (27),7.000049,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_Rail_2x (4),9.958262,1.179827,-2.078,-0.5,-0.5,-0.5,0.5,
Porch_Floor_3x2 (13),1,0.332676,-2.5,0.5,-0.5,-0.5,-0.5,
Porch_4x (3),2.998184,3.630279,-2.522778,-0.5,-0.5,-0.5,0.5,
Drainpipe_1story (12),-5.75087,2.090867,-12.2059,0.5,-0.5,-0.5,-0.5,
Drainpipe_1story (10),15.2059,2.090867,-12.75087,-0.7071068,6.181725E-08,6.181725E-08,0.7071068,
Porch_Pilar (5),4.253,1.931108,-1.036,0.7071068,0,0,-0.7071068,
Roof_End_8x (5),14.14704,5.812539,-8,0.5000001,0.5,-0.5,0.5000001,
WallDown_Window_Double_B_3x (2),3.5,1.75,-4.088851,-0.5,-0.5,-0.5,0.5,
Porch_Floor_3x2 (9),5,0.332676,-2.5,0.5,-0.5,-0.5,-0.5,
Porch_Pilar (4),2.153,1.931108,-1.036,0.7071068,0,0,-0.7071068,
Roof_8x (19),1.000049,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Roof_8x (21),-0.9999515,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_End_Right_4x,-0.1440418,2.331769,-2.516768,0.7071068,0,0,-0.7071068,
Porch_Floor_3x2 (6),9,0.332676,-2.5,0.5,-0.5,-0.5,-0.5,
Roof_8x (24),11.00005,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Roof_8x (23),-4.999951,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Door_Garage_3x,-2.49985,1.603823,-3.122613,0.7071068,0,0,-0.7071068,
WallDown_2x (2),9,1.75,-4.030079,-0.5,-0.5,-0.5,0.5,
Porch_Pilar (6),7.797,1.931108,-1.036,0.7071068,0,0,-0.7071068,
Roof_5x (6),-2.5,5.049874,-6.002645,0.7071068,0,0,-0.7071068,
Roof_8x (20),3.000048,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_4x (2),4.998184,3.630279,-2.522778,-0.5,-0.5,-0.5,0.5,
WallDown_2x,1,1.75,-4.030079,-0.5,-0.5,-0.5,0.5,
Roof_8x (22),-2.999951,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_Rail_1x,9.961737,1.179827,-3.575,0.5,-0.5,-0.5,-0.5,
Porch_Pilar (7),5.401,1.931108,-1.036,0.7071068,0,0,-0.7071068,
Roof_8x (25),13.00005,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_4x,8.998184,3.630279,-2.522778,-0.5,-0.5,-0.5,0.5,
Roof_5x (9),12.5,5.049874,-8.002645,0.7071068,0,0,-0.7071068,
Drainpipe_1story (8),-5.205904,2.090867,-3.24913,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Porch_End_Left_4x,10.14374,2.331769,-2.516768,0.7071068,0,0,-0.7071068,
Porch_Floor_3x2 (10),3,0.332676,-2.5,0.5,-0.5,-0.5,-0.5,
Wall_Door_Single_B_3x,6.5,1.75,-4.109674,-0.5,-0.5,-0.5,0.5,
Porch_Rail_2x (8),3.221,1.179828,-1.054263,0.7071068,0,0,-0.7071068,
Drainpipe_1story (11),9.794096,2.090867,-12.36413,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
Roof_5x (5),-2.5,5.049874,-4.002645,0.7071068,0,0,-0.7071068,
Roof_8x (18),5.000049,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Porch_Rail_2x (1),0.08026323,1.179827,-2,-0.5,-0.5,-0.5,0.5,
Roof_5x (8),12.5,5.049874,-4.002645,0.7071068,0,0,-0.7071068,
Roof_8x (26),9.000049,5.812539,-8,-0.5,-0.5,-0.5,0.5,
Roof_5x (11),12.5,5.049874,-12.00265,0.7071068,0,0,-0.7071068,
Roof_5x (7),12.5,5.049874,-6.002645,0.7071068,0,0,-0.7071068,
Porch_Rail_2x (11),8.861,1.179828,-1.054263,0.7071068,0,0,-0.7071068,
Drainpipe_1story (7),-5.370131,2.090867,-3.770096,-0.5,-0.5,-0.5,0.5,
Porch_4x (9),0.9981841,3.630279,-2.522778,-0.5,-0.5,-0.5,0.5,
Drainpipe_1story (9),15.2059,2.090867,-3.250869,-0.7071068,6.181725E-08,6.181725E-08,0.7071068,
Porch_Rail_1x (1),0.08073679,1.179827,-3.498001,0.5,-0.5,-0.5,-0.5,
Roof_5x (10),12.5,5.049874,-10.00265,0.7071068,0,0,-0.7071068,
Door_Windowed_Parent,6.5,0.5,-4,0,0,0,1,transform_position
Porch_Floor_3x2,7,0.332676,-2.5,0.5,-0.5,-0.5,-0.5,
Porch_4x (1),6.998184,3.630279,-2.522778,-0.5,-0.5,-0.5,0.5,
WallDown_Window_Double_B_3x (8),14.91115,1.75,-11,0.7071068,0,0,-0.7071068,
WallDown_1x (15),10.03008,1.75,-4,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_Corner_Out (1),-4.7575,1.75,-3.2425,-0.5,-0.5,-0.5,0.5,
Roof_End_5x (3),12.5,5.049874,-2.85296,0.7071068,0,0,-0.7071068,
WallDown_Corner_Out (22),10.2425,1.75,-12.7575,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_3x (4),13,1.75,-12.96992,0.5,-0.5,-0.5,-0.5,
WallDown_Window_Double_B_3x (6),14.91115,1.75,-8,0.7071068,0,0,-0.7071068,
Roof_Extra_Window_Double (2),2.5,5.7,-5.617433,-0.5,-0.5,-0.5,0.5,
WallDown_2x (1),-0.03007931,1.75,-4.5,0.7071068,0,0,-0.7071068,
Roof_Extra_Window_Double (1),7,5.7,-5.617433,-0.5,-0.5,-0.5,0.5,
WallDown_Window_Double_B_3x (12),-5.911149,1.75,-10,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_Corner_In (3),-5.219921,1.75,-3.780079,-0.5,-0.5,-0.5,0.5,
WallDown_3x,-4,1.75,-11.96992,0.5,-0.5,-0.5,-0.5,
WallDown_1x (16),-5.969921,1.75,-8,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_Window_Double_B_3x (7),-5.911149,1.75,-6,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_Corner_Out (20),-5.7575,1.75,-4.2425,-0.5,-0.5,-0.5,0.5,
WallDown_Corner_Out (21),-5.7575,1.75,-11.7575,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_Corner_Out (19),14.7575,1.75,-12.7575,0.5,-0.5,-0.5,-0.5,
Wall_Door_Garage_A_4x,-2.5,1.75,-3.1,-0.5,-0.5,-0.5,0.5,
WallDown_1x (3),11,1.75,-12.96992,0.5,-0.5,-0.5,-0.5,
WallDown_Window_Double_B_3x (5),14.91115,1.75,-5,-0.7071068,6.181725E-08,6.181725E-08,0.7071068,
WallDown_1x (14),11,1.75,-3.030079,-0.5,-0.5,-0.5,0.5,
WallDown_1x (4),10,1.75,-11.96992,0.5,-0.5,-0.5,-0.5,
WallDown_Window_Double_B_3x (4),13,1.75,-3.088851,-0.5,-0.5,-0.5,0.5,
WallDown_Corner_Out (18),14.7575,1.75,-3.2425,0.7071068,0,0,-0.7071068,
WallDown_Window_Double_B_3x (13),-1,1.75,-11.91115,0.5,-0.5,-0.5,-0.5,
Roof_End_5x (2),-2.5,5.049874,-2.85296,0.7071068,0,0,-0.7071068,
WallDown_3x (5),8,1.75,-11.96992,0.5,-0.5,-0.5,-0.5,
WallDown_Window_Double_B_3x (14),5,1.75,-11.91115,0.5,-0.5,-0.5,-0.5,
WallDown_Corner_Out (17),10.2425,1.75,-3.2425,-0.5,-0.5,-0.5,0.5,
WallDown_1x (5),10.03008,1.75,-12,-3.090862E-08,-0.7071068,-0.7071068,3.090862E-08,
WallDown_3x (2),2,1.75,-11.96992,0.5,-0.5,-0.5,-0.5,
Roof_End_8x (6),-6.147039,5.812539,-8,-0.5,-0.5,-0.5,0.5,
WallDown_Corner_Out,-0.2425,1.75,-3.2425,0.7071068,0,0,-0.7071068,
Roof_End_5x (4),12.5,5.049874,-13.14704,0.7071068,0,0,-0.7071068,
House01,4,0,-8,0,0,0,1,transform_position
