name,red,green,blue,alpha,id
LCD_Screen_2,3,69,227,255,3
Table_Main,5,81,38,255,5
FolderHolder,9,118,90,255,9
Keyboard,9,118,90,255,9
Trashcan,9,118,90,255,9
Mouse,9,118,90,255,9
Pen,9,118,90,255,9
Mug_WithPens,9,118,90,255,9
Fan_Blades,9,118,90,255,9
MousePad,9,118,90,255,9
Chair_LeatherOffice,6,229,176,255,6
Table_DrawerSmall,5,81,38,255,5
Table_Drawer,5,81,38,255,5
FanTable,9,118,90,255,9
Floor,0,171,143,255,0
Ceiling,1,155,211,255,1
Kallax_1x4,7,106,60,255,7
Table_Drawer_Openable,5,81,38,255,5
Bottle,9,118,90,255,9
Cardboard,9,118,90,255,9
Box_Gray,9,118,90,255,9
Selsligt2,9,118,90,255,9
Selsligt1,9,118,90,255,9
Stockholm_Vase3,9,118,90,255,9
Garage_PaperBag,9,118,90,255,9
Cardboard2,9,118,90,255,9
Branas,9,118,90,255,9
Box_Cardboard,9,118,90,255,9
Table_Office,5,81,38,255,5
Drawer_Large,5,81,38,255,5
Pello_Wood,6,229,176,255,6
AirventilationGrid_B,1,155,211,255,1
Painting_F,2,222,110,255,2
PC,9,118,90,255,9
Livslang_Tall,9,118,90,255,9
Cart,9,118,90,255,9
Cube,2,222,110,255,2
PaintingSet_B,2,222,110,255,2
WindowBlinds_B,2,222,110,255,2
Kallax_1x1,9,118,90,255,9
W_2x_glass_B,2,222,110,255,2
Pello_Cloth,6,229,176,255,6
Drawer_Small_B,5,81,38,255,5
Table_DrawerSmall_Openable,5,81,38,255,5
Laptop_1,3,69,227,255,3
WaterSprinkler,1,155,211,255,1
Samspelt,9,118,90,255,9
Lamp_Fluorescent_C,1,155,211,255,1
Picture1,9,118,90,255,9
Lamp_Desk,9,118,90,255,9
MetalShelf_Signle,9,118,90,255,9
WindowBlinds_D,2,222,110,255,2
Books2_2,9,118,90,255,9
Selsligt3,9,118,90,255,9
Kallax_Box2,9,118,90,255,9
Garage_Cabinet,7,106,60,255,7
Floor3x9,0,171,143,255,0
WhiteBoard,9,118,90,255,9
Leather_Bench,8,179,10,255,8
Drawer_Small_A,5,81,38,255,5
Ceiling3x9,1,155,211,255,1
Door,5,81,38,255,5
Book_4,9,118,90,255,9
Painting_G,2,222,110,255,2
Plant_Inside_Small,9,118,90,255,9
TableScreen_B,2,222,110,255,2
Dresser_A_WithBooks,7,106,60,255,7
Paper01,9,118,90,255,9
Livslang_Short,9,118,90,255,9
Lamp_Fluorescent_C_Hang,1,155,211,255,1
Candles_Set_Pot,9,118,90,255,9
Water_DispenserMUG,9,118,90,255,9
Picture3,9,118,90,255,9
Cell_Toilet,9,118,90,255,9
Mug,9,118,90,255,9
Metal_Drawer_SeparateDrawers,7,106,60,255,7
KP_StorageCup_Large,9,118,90,255,9
KP_Lasagne,9,118,90,255,9
Water_Dispenser,7,106,60,255,7
Vases3_5,9,118,90,255,9
Hemnes_Batroom_Tall,7,106,60,255,7
KitchenTable_Small,5,81,38,255,5
KP_Plate,9,118,90,255,9
Painting_D,2,222,110,255,2
KP_Spoons,9,118,90,255,9
PaintingSet_D,2,222,110,255,2
Fridge,7,106,60,255,7
KP_StorageCup_Small,9,118,90,255,9
Idolf,6,229,176,255,6
Chair_Spinning,6,229,176,255,6
KP_Plate_Set,9,118,90,255,9
Books2_5,9,118,90,255,9
KitCabinet_Up_1½x_A,7,106,60,255,7
KitCabinet_Up_End,7,106,60,255,7
Lamp_Floor,9,118,90,255,9
Fridge_Doors,7,106,60,255,7
PaintingSet_C,2,222,110,255,2
Drawer_C,7,106,60,255,7
KP_Casserole,9,118,90,255,9
Dresser_B_WithBooks,7,106,60,255,7
KP_CookieBox,9,118,90,255,9
Floor3x6,0,171,143,255,0
Basement_Box,9,118,90,255,9
Laptop_2,3,69,227,255,3
Carpet_SingleSmallRound,0,171,143,255,0
Plane,0,171,143,255,0
Decor_Pot,9,118,90,255,9
Painting_StandPhoto_C,9,118,90,255,9
WorkDesk_Pens,9,118,90,255,9
Frame3,2,222,110,255,2
Flagpole_Wall,9,118,90,255,9
Files_Drawer,7,106,60,255,7
Plane_(1),1,155,211,255,1
Ceiling3x6,1,155,211,255,1
Painting_B,2,222,110,255,2
Painting_StandPhoto_B,9,118,90,255,9
Painting_A,2,222,110,255,2
Stockholm_Vase1,9,118,90,255,9
Table_OfficeDrawer,7,106,60,255,7
Pipe_Holder,1,155,211,255,1
Airventilation_3x,1,155,211,255,1
Kettle,9,118,90,255,9
LCD_ScreenSOLO_1,3,69,227,255,3
Toilet_Paper,9,118,90,255,9
Couch_1seat,8,179,10,255,8
ExitSign_A,9,118,90,255,9
PipeLargeCeiling2x,1,155,211,255,1
Props_Vase2,9,118,90,255,9
CeilingHang,1,155,211,255,1
Kallax_2x1,7,106,60,255,7
WaterSprinklerPipe_CornerRight,9,118,90,255,9
WaterSprinklerPipe_3x,1,155,211,255,1
MetalShelf_Open_WithProps,7,106,60,255,7
Cell_Bed,9,118,90,255,9
Painting_Large_B,2,222,110,255,2
Ceiling_10x10,1,155,211,255,1
Ceiling_5x10,1,155,211,255,1
Couch_2seat,8,179,10,255,8
Painting_Wide_A,9,118,90,255,9
Cell_Sink,9,118,90,255,9
Ceiling_6x12,1,155,211,255,1
Lamp_Fluorescent_B,1,155,211,255,1
CeilingHang01,9,118,90,255,9
Books2_6,9,118,90,255,9
Riggad,9,118,90,255,9
Kallax_Box3,9,118,90,255,9
MetalShelf_Open,7,106,60,255,7
WindowBlinds_A,2,222,110,255,2
PaintingSet_A,9,118,90,255,9
Painting_E,2,222,110,255,2
Floor_10x10,0,171,143,255,0
Floor_5x10,0,171,143,255,0
Sign_Hanging,9,118,90,255,9
Dresser_B,7,106,60,255,7
Painting_C,9,118,90,255,9
TableScreen_A,2,222,110,255,2
LCD_ScreenSOLO_2,3,69,227,255,3
Lamp_Fluorescent_B_Hang,1,155,211,255,1
Hand_Paper,9,118,90,255,9
Floor_6x12,0,171,143,255,0
Trashcan_Metal,9,118,90,255,9
ExitWay_Lamp,9,118,90,255,9
TableSet_Water,9,118,90,255,9
Table_Meeting,5,81,38,255,5
Floor_12x12,0,171,143,255,0
Ceiling_12x12,1,155,211,255,1
Carpet_Tile,0,171,143,255,0
Carpet_End,0,171,143,255,0
W_6x_Window_Large_A,2,222,110,255,2
LCD_Screen_1,3,69,227,255,3
Floor_12x1,0,171,143,255,0
W_6x_DoorDouble,2,222,110,255,2
Couch_3seat,8,179,10,255,8
Cylinder,2,222,110,255,2
Lamp_Spot,2,222,110,255,2
Lamp_SpotBulb,2,222,110,255,2
Cell_Shelf,7,106,60,255,7
Toilet,6,229,176,255,6
Ceiling_6x9,1,155,211,255,1
Cube_(2),0,171,143,255,0
Sink3x,5,81,38,255,5
Urinal_Partition,2,222,110,255,2
Toilet_Partition_End,2,222,110,255,2
Bathroom,255,255,255,255,255
Mirror,2,222,110,255,2
Urinal,9,118,90,255,9
Toilet_Door,4,218,221,255,4
Toilet_Partition_Tile,2,222,110,255,2
Door_Bronze_Metal,4,218,221,255,4
Recessed,1,155,211,255,1
Orange,10,138,80,255,10
Cherry,10,138,80,255,10
Apple,10,138,80,255,10
Strawberry_2,10,138,80,255,10
Banana,10,138,80,255,10
Missing,255,255,255,255,255
